source,target,time,prob2
31,64,2009-04-23 21:44:25,0.163
31,70,2009-04-23 21:44:25,0.423
31,77,2009-04-23 21:44:25,0
60,65,2009-04-23 21:44:38,0.511
15,56,2009-04-23 21:44:48,0.188
15,72,2009-04-23 21:44:48,0.489
15,79,2009-04-23 21:44:48,0.302
20,8,2009-04-23 21:45:05,0.235
20,21,2009-04-23 21:45:05,0.062
20,23,2009-04-23 21:45:05,0.151
20,30,2009-04-23 21:45:05,0.707
20,31,2009-04-23 21:45:05,0.164
20,44,2009-04-23 21:45:05,0.239
20,59,2009-04-23 21:45:05,0.303
20,64,2009-04-23 21:45:05,0
20,68,2009-04-23 21:45:05,0.128
20,70,2009-04-23 21:45:05,0.136
20,77,2009-04-23 21:45:05,0.238
58,21,2009-04-23 21:45:07,0.429
58,30,2009-04-23 21:45:07,0.029
58,31,2009-04-23 21:45:07,0.426
58,57,2009-04-23 21:45:07,0.233
18,11,2009-04-23 21:45:17,0.024
18,46,2009-04-23 21:45:17,0.163
18,49,2009-04-23 21:45:17,0.24
18,60,2009-04-23 21:45:17,0.724
18,76,2009-04-23 21:45:17,0.008
70,8,2009-04-23 21:45:23,0.278
70,21,2009-04-23 21:45:23,0.34
70,31,2009-04-23 21:45:23,0.423
70,44,2009-04-23 21:45:23,0.501
70,59,2009-04-23 21:45:23,0.066
27,8,2009-04-23 21:45:37,0.078
27,30,2009-04-23 21:45:37,0.065
27,31,2009-04-23 21:45:37,0.359
27,44,2009-04-23 21:45:37,0.147
27,58,2009-04-23 21:45:37,0.503
27,64,2009-04-23 21:45:37,0
5,23,2009-04-23 21:45:54,0.211
5,44,2009-04-23 21:45:54,0.207
5,64,2009-04-23 21:45:54,
5,68,2009-04-23 21:45:54,0.083
5,77,2009-04-23 21:45:54,0.091
46,2,2009-04-23 21:46:02,0.333
46,11,2009-04-23 21:46:02,0.093
46,18,2009-04-23 21:46:02,0.143
46,76,2009-04-23 21:46:02,0.688
11,18,2009-04-23 21:46:20,0.045
11,46,2009-04-23 21:46:20,0.109
11,57,2009-04-23 21:46:20,0.167
11,76,2009-04-23 21:46:20,0.5
69,72,2009-04-23 21:46:31,0.439
69,79,2009-04-23 21:46:31,0.332
30,20,2009-04-23 21:47:04,0.694
30,23,2009-04-23 21:47:04,0.095
30,31,2009-04-23 21:47:04,0.137
30,33,2009-04-23 21:47:04,
30,44,2009-04-23 21:47:04,0.2
35,9,2009-04-23 21:47:11,
75,5,2009-04-23 21:48:16,0.153
75,54,2009-04-23 21:48:16,
72,54,2009-04-23 21:48:40,
72,71,2009-04-23 21:48:40,0.118
72,79,2009-04-23 21:48:40,0.328
2,46,2009-04-23 21:48:51,0.364
2,57,2009-04-23 21:48:51,0
2,76,2009-04-23 21:48:51,0.625
68,5,2009-04-23 21:49:19,0.176
68,20,2009-04-23 21:49:19,0.176
68,23,2009-04-23 21:49:19,0.149
68,34,2009-04-23 21:49:19,
68,44,2009-04-23 21:49:19,0
68,54,2009-04-23 21:49:19,
68,59,2009-04-23 21:49:19,0
68,64,2009-04-23 21:49:19,0
68,70,2009-04-23 21:49:19,0.113
68,77,2009-04-23 21:49:19,
71,72,2009-04-23 21:49:19,0.426
21,23,2009-04-23 21:49:29,0.012
21,30,2009-04-23 21:49:29,0.009
21,33,2009-04-23 21:49:29,
21,57,2009-04-23 21:49:29,0.685
21,64,2009-04-23 21:49:29,
31,8,2009-04-23 21:49:40,0.133
31,20,2009-04-23 21:49:40,0.151
31,30,2009-04-23 21:49:40,0.06
31,33,2009-04-23 21:49:40,
31,44,2009-04-23 21:49:40,0.215
31,59,2009-04-23 21:49:40,0.082
31,64,2009-04-23 21:49:40,0.163
31,70,2009-04-23 21:49:40,0.423
31,77,2009-04-23 21:49:40,0
60,65,2009-04-23 21:49:54,0.511
15,56,2009-04-23 21:50:11,0.188
15,79,2009-04-23 21:50:11,0.302
58,21,2009-04-23 21:50:25,0.429
58,30,2009-04-23 21:50:25,0.029
58,57,2009-04-23 21:50:25,0.233
18,11,2009-04-23 21:50:34,0.024
18,46,2009-04-23 21:50:34,0.163
18,49,2009-04-23 21:50:34,0.24
18,60,2009-04-23 21:50:34,0.724
70,8,2009-04-23 21:50:39,0.278
70,20,2009-04-23 21:50:39,0.152
70,31,2009-04-23 21:50:39,0.423
70,34,2009-04-23 21:50:39,0.077
70,59,2009-04-23 21:50:39,0.066
70,68,2009-04-23 21:50:39,0.107
27,8,2009-04-23 21:50:53,0.078
27,20,2009-04-23 21:50:53,0.033
27,30,2009-04-23 21:50:53,0.065
27,31,2009-04-23 21:50:53,0.359
27,58,2009-04-23 21:50:53,0.503
27,64,2009-04-23 21:50:53,0
5,23,2009-04-23 21:51:09,0.211
5,34,2009-04-23 21:51:09,0.238
5,44,2009-04-23 21:51:09,0.207
5,54,2009-04-23 21:51:09,
5,64,2009-04-23 21:51:09,
5,68,2009-04-23 21:51:09,0.083
5,77,2009-04-23 21:51:09,0.091
11,18,2009-04-23 21:51:37,0.045
11,46,2009-04-23 21:51:37,0.109
11,49,2009-04-23 21:51:37,
11,57,2009-04-23 21:51:37,0.167
11,76,2009-04-23 21:51:37,0.5
69,72,2009-04-23 21:51:48,0.439
69,79,2009-04-23 21:51:48,0.332
30,20,2009-04-23 21:52:19,0.694
30,21,2009-04-23 21:52:19,0.01
30,23,2009-04-23 21:52:19,0.095
30,33,2009-04-23 21:52:19,
30,44,2009-04-23 21:52:19,0.2
30,59,2009-04-23 21:52:19,0.495
30,64,2009-04-23 21:52:19,
35,9,2009-04-23 21:52:26,
35,45,2009-04-23 21:52:26,0.416
75,54,2009-04-23 21:53:28,
72,15,2009-04-23 21:53:56,0.457
72,54,2009-04-23 21:53:56,
72,71,2009-04-23 21:53:56,0.118
72,79,2009-04-23 21:53:56,0.328
2,46,2009-04-23 21:54:07,0.364
2,57,2009-04-23 21:54:07,0
68,5,2009-04-23 21:54:34,0.176
68,8,2009-04-23 21:54:34,0
68,20,2009-04-23 21:54:34,0.176
68,23,2009-04-23 21:54:34,0.149
68,34,2009-04-23 21:54:34,
68,44,2009-04-23 21:54:34,0
68,59,2009-04-23 21:54:34,0
68,77,2009-04-23 21:54:34,
21,23,2009-04-23 21:54:45,0.012
21,30,2009-04-23 21:54:45,0.009
21,33,2009-04-23 21:54:45,
21,44,2009-04-23 21:54:45,0.157
21,64,2009-04-23 21:54:45,
21,77,2009-04-23 21:54:45,0
31,20,2009-04-23 21:54:55,0.151
31,30,2009-04-23 21:54:55,0.06
31,33,2009-04-23 21:54:55,
31,44,2009-04-23 21:54:55,0.215
31,59,2009-04-23 21:54:55,0.082
31,64,2009-04-23 21:54:55,0.163
31,70,2009-04-23 21:54:55,0.423
31,77,2009-04-23 21:54:55,0
60,65,2009-04-23 21:55:10,0.511
58,30,2009-04-23 21:55:38,0.029
58,57,2009-04-23 21:55:38,0.233
15,72,2009-04-23 21:55:43,0.489
15,79,2009-04-23 21:55:43,0.302
18,11,2009-04-23 21:55:51,0.024
18,46,2009-04-23 21:55:51,0.163
18,49,2009-04-23 21:55:51,0.24
18,60,2009-04-23 21:55:51,0.724
18,76,2009-04-23 21:55:51,0.008
70,8,2009-04-23 21:55:56,0.278
70,31,2009-04-23 21:55:56,0.423
70,59,2009-04-23 21:55:56,0.066
70,68,2009-04-23 21:55:56,0.107
27,8,2009-04-23 21:56:09,0.078
27,20,2009-04-23 21:56:09,0.033
27,30,2009-04-23 21:56:09,0.065
27,31,2009-04-23 21:56:09,0.359
27,58,2009-04-23 21:56:09,0.503
27,64,2009-04-23 21:56:09,0
5,23,2009-04-23 21:56:24,0.211
5,34,2009-04-23 21:56:24,0.238
5,68,2009-04-23 21:56:24,0.083
5,76,2009-04-23 21:56:24,0.2
5,77,2009-04-23 21:56:24,0.091
11,18,2009-04-23 21:56:54,0.045
11,46,2009-04-23 21:56:54,0.109
11,49,2009-04-23 21:56:54,
11,57,2009-04-23 21:56:54,0.167
11,76,2009-04-23 21:56:54,0.5
69,72,2009-04-23 21:56:55,0.439
69,79,2009-04-23 21:56:55,0.332
30,20,2009-04-23 21:57:34,0.694
30,23,2009-04-23 21:57:34,0.095
30,33,2009-04-23 21:57:34,
30,59,2009-04-23 21:57:34,0.495
35,9,2009-04-23 21:57:41,
35,45,2009-04-23 21:57:41,0.416
75,5,2009-04-23 21:58:51,0.153
75,54,2009-04-23 21:58:51,
75,72,2009-04-23 21:58:51,0.574
72,54,2009-04-23 21:59:12,
72,71,2009-04-23 21:59:12,0.118
72,79,2009-04-23 21:59:12,0.328
2,46,2009-04-23 21:59:23,0.364
2,57,2009-04-23 21:59:23,0
2,76,2009-04-23 21:59:23,0.625
68,5,2009-04-23 21:59:49,0.176
68,8,2009-04-23 21:59:49,0
68,23,2009-04-23 21:59:49,0.149
68,34,2009-04-23 21:59:49,
68,44,2009-04-23 21:59:49,0
68,70,2009-04-23 21:59:49,0.113
68,77,2009-04-23 21:59:49,
21,8,2009-04-23 22:00:01,0.193
21,59,2009-04-23 22:00:01,0.009
21,68,2009-04-23 22:00:01,0.025
21,70,2009-04-23 22:00:01,0.305
31,8,2009-04-23 22:00:10,0.133
31,20,2009-04-23 22:00:10,0.151
31,30,2009-04-23 22:00:10,0.06
31,33,2009-04-23 22:00:10,
31,64,2009-04-23 22:00:10,0.163
31,70,2009-04-23 22:00:10,0.423
31,77,2009-04-23 22:00:10,0
60,65,2009-04-23 22:00:26,0.511
71,72,2009-04-23 22:00:29,0.426
58,30,2009-04-23 22:00:58,0.029
58,57,2009-04-23 22:00:58,0.233
15,72,2009-04-23 22:01:07,0.489
15,79,2009-04-23 22:01:07,0.302
70,8,2009-04-23 22:01:13,0.278
70,21,2009-04-23 22:01:13,0.34
70,34,2009-04-23 22:01:13,0.077
70,59,2009-04-23 22:01:13,0.066
27,20,2009-04-23 22:01:25,0.033
27,58,2009-04-23 22:01:25,0.503
27,64,2009-04-23 22:01:25,0
5,23,2009-04-23 22:01:39,0.211
5,34,2009-04-23 22:01:39,0.238
5,44,2009-04-23 22:01:39,0.207
5,54,2009-04-23 22:01:39,
5,68,2009-04-23 22:01:39,0.083
5,71,2009-04-23 22:01:39,0.138
5,76,2009-04-23 22:01:39,0.2
5,77,2009-04-23 22:01:39,0.091
18,11,2009-04-23 22:01:39,0.024
18,46,2009-04-23 22:01:39,0.163
18,49,2009-04-23 22:01:39,0.24
18,60,2009-04-23 22:01:39,0.724
18,76,2009-04-23 22:01:39,0.008
11,18,2009-04-23 22:02:11,0.045
11,46,2009-04-23 22:02:11,0.109
11,49,2009-04-23 22:02:11,
11,76,2009-04-23 22:02:11,0.5
69,72,2009-04-23 22:02:12,0.439
69,79,2009-04-23 22:02:12,0.332
30,20,2009-04-23 22:02:49,0.694
30,23,2009-04-23 22:02:49,0.095
30,33,2009-04-23 22:02:49,
30,59,2009-04-23 22:02:49,0.495
72,54,2009-04-23 22:04:28,
72,71,2009-04-23 22:04:28,0.118
72,79,2009-04-23 22:04:28,0.328
2,46,2009-04-23 22:04:39,0.364
2,57,2009-04-23 22:04:39,0
2,76,2009-04-23 22:04:39,0.625
75,5,2009-04-23 22:04:44,0.153
75,54,2009-04-23 22:04:44,
75,72,2009-04-23 22:04:44,0.574
68,21,2009-04-23 22:05:04,0.044
68,34,2009-04-23 22:05:04,
68,44,2009-04-23 22:05:04,0
68,54,2009-04-23 22:05:04,
68,59,2009-04-23 22:05:04,0
68,64,2009-04-23 22:05:04,0
68,70,2009-04-23 22:05:04,0.113
68,77,2009-04-23 22:05:04,
21,8,2009-04-23 22:05:17,0.193
21,20,2009-04-23 22:05:17,0.06
21,59,2009-04-23 22:05:17,0.009
21,70,2009-04-23 22:05:17,0.305
31,8,2009-04-23 22:05:25,0.133
31,20,2009-04-23 22:05:25,0.151
31,21,2009-04-23 22:05:25,0.355
31,30,2009-04-23 22:05:25,0.06
31,33,2009-04-23 22:05:25,
31,59,2009-04-23 22:05:25,0.082
31,64,2009-04-23 22:05:25,0.163
31,77,2009-04-23 22:05:25,0
60,18,2009-04-23 22:05:42,0.359
60,56,2009-04-23 22:05:42,0.151
60,65,2009-04-23 22:05:42,0.511
58,30,2009-04-23 22:06:19,0.029
58,57,2009-04-23 22:06:19,0.233
15,56,2009-04-23 22:06:29,0.188
15,72,2009-04-23 22:06:29,0.489
15,79,2009-04-23 22:06:29,0.302
70,8,2009-04-23 22:06:30,0.278
70,21,2009-04-23 22:06:30,0.34
70,31,2009-04-23 22:06:30,0.423
70,34,2009-04-23 22:06:30,0.077
70,59,2009-04-23 22:06:30,0.066
70,64,2009-04-23 22:06:30,1
70,68,2009-04-23 22:06:30,0.107
27,33,2009-04-23 22:06:41,
27,64,2009-04-23 22:06:41,0
5,23,2009-04-23 22:06:54,0.211
5,44,2009-04-23 22:06:54,0.207
5,68,2009-04-23 22:06:54,0.083
5,71,2009-04-23 22:06:54,0.138
5,75,2009-04-23 22:06:54,0.102
5,76,2009-04-23 22:06:54,0.2
5,77,2009-04-23 22:06:54,0.091
18,11,2009-04-23 22:06:56,0.024
18,46,2009-04-23 22:06:56,0.163
18,49,2009-04-23 22:06:56,0.24
18,60,2009-04-23 22:06:56,0.724
18,76,2009-04-23 22:06:56,0.008
11,18,2009-04-23 22:07:28,0.045
11,46,2009-04-23 22:07:28,0.109
11,49,2009-04-23 22:07:28,
11,76,2009-04-23 22:07:28,0.5
69,15,2009-04-23 22:07:29,0.328
69,72,2009-04-23 22:07:29,0.439
69,79,2009-04-23 22:07:29,0.332
30,20,2009-04-23 22:08:04,0.694
30,33,2009-04-23 22:08:04,
30,44,2009-04-23 22:08:04,0.2
30,59,2009-04-23 22:08:04,0.495
35,45,2009-04-23 22:08:11,0.416
72,15,2009-04-23 22:09:44,0.457
72,54,2009-04-23 22:09:44,
72,71,2009-04-23 22:09:44,0.118
72,75,2009-04-23 22:09:44,0.405
72,79,2009-04-23 22:09:44,0.328
2,46,2009-04-23 22:09:55,0.364
2,57,2009-04-23 22:09:55,0
2,76,2009-04-23 22:09:55,0.625
75,54,2009-04-23 22:10:01,
75,72,2009-04-23 22:10:01,0.574
68,5,2009-04-23 22:10:19,0.176
68,8,2009-04-23 22:10:19,0
68,21,2009-04-23 22:10:19,0.044
68,23,2009-04-23 22:10:19,0.149
68,34,2009-04-23 22:10:19,
68,44,2009-04-23 22:10:19,0
68,54,2009-04-23 22:10:19,
68,59,2009-04-23 22:10:19,0
68,70,2009-04-23 22:10:19,0.113
68,77,2009-04-23 22:10:19,
21,8,2009-04-23 22:10:33,0.193
21,31,2009-04-23 22:10:33,0.38
21,59,2009-04-23 22:10:33,0.009
21,68,2009-04-23 22:10:33,0.025
21,70,2009-04-23 22:10:33,0.305
31,8,2009-04-23 22:10:40,0.133
31,21,2009-04-23 22:10:40,0.355
31,33,2009-04-23 22:10:40,
31,64,2009-04-23 22:10:40,0.163
31,70,2009-04-23 22:10:40,0.423
60,56,2009-04-23 22:10:58,0.151
60,65,2009-04-23 22:10:58,0.511
58,71,2009-04-23 22:11:42,0.094
70,8,2009-04-23 22:11:47,0.278
70,21,2009-04-23 22:11:47,0.34
70,31,2009-04-23 22:11:47,0.423
70,34,2009-04-23 22:11:47,0.077
70,59,2009-04-23 22:11:47,0.066
70,64,2009-04-23 22:11:47,1
15,72,2009-04-23 22:11:51,0.489
15,79,2009-04-23 22:11:51,0.302
27,33,2009-04-23 22:11:57,
27,44,2009-04-23 22:11:57,0.147
27,49,2009-04-23 22:11:57,0
27,64,2009-04-23 22:11:57,0
5,21,2009-04-23 22:12:09,0.332
5,54,2009-04-23 22:12:09,
5,68,2009-04-23 22:12:09,0.083
5,76,2009-04-23 22:12:09,0.2
5,77,2009-04-23 22:12:09,0.091
18,11,2009-04-23 22:12:13,0.024
18,46,2009-04-23 22:12:13,0.163
18,49,2009-04-23 22:12:13,0.24
18,60,2009-04-23 22:12:13,0.724
18,76,2009-04-23 22:12:13,0.008
46,2,2009-04-23 22:12:26,0.333
46,11,2009-04-23 22:12:26,0.093
46,18,2009-04-23 22:12:26,0.143
46,23,2009-04-23 22:12:26,0.161
46,49,2009-04-23 22:12:26,0
46,76,2009-04-23 22:12:26,0.688
1,20,2009-04-23 22:12:32,0.107
1,20,2009-04-23 22:12:32,0.107
1,57,2009-04-23 22:12:32,0.221
1,57,2009-04-23 22:12:32,0.221
69,72,2009-04-23 22:12:40,0.439
69,79,2009-04-23 22:12:40,0.332
11,18,2009-04-23 22:12:45,0.045
11,46,2009-04-23 22:12:45,0.109
11,49,2009-04-23 22:12:45,
11,76,2009-04-23 22:12:45,0.5
30,8,2009-04-23 22:13:19,0.22
30,20,2009-04-23 22:13:19,0.694
30,23,2009-04-23 22:13:19,0.095
30,33,2009-04-23 22:13:19,
30,44,2009-04-23 22:13:19,0.2
30,59,2009-04-23 22:13:19,0.495
35,9,2009-04-23 22:13:26,
35,45,2009-04-23 22:13:26,0.416
72,54,2009-04-23 22:15:00,
72,62,2009-04-23 22:15:00,0.128
72,75,2009-04-23 22:15:00,0.405
72,79,2009-04-23 22:15:00,0.328
2,57,2009-04-23 22:15:11,0
2,76,2009-04-23 22:15:11,0.625
75,54,2009-04-23 22:15:24,
75,72,2009-04-23 22:15:24,0.574
68,5,2009-04-23 22:15:34,0.176
68,23,2009-04-23 22:15:34,0.149
68,34,2009-04-23 22:15:34,
68,44,2009-04-23 22:15:34,0
68,54,2009-04-23 22:15:34,
68,59,2009-04-23 22:15:34,0
68,64,2009-04-23 22:15:34,0
68,77,2009-04-23 22:15:34,
21,8,2009-04-23 22:15:49,0.193
21,31,2009-04-23 22:15:49,0.38
21,59,2009-04-23 22:15:49,0.009
21,70,2009-04-23 22:15:49,0.305
31,8,2009-04-23 22:15:55,0.133
31,20,2009-04-23 22:15:55,0.151
31,21,2009-04-23 22:15:55,0.355
31,30,2009-04-23 22:15:55,0.06
31,33,2009-04-23 22:15:55,
31,64,2009-04-23 22:15:55,0.163
31,77,2009-04-23 22:15:55,0
60,56,2009-04-23 22:16:14,0.151
60,62,2009-04-23 22:16:14,0.175
60,65,2009-04-23 22:16:14,0.511
70,8,2009-04-23 22:17:04,0.278
70,21,2009-04-23 22:17:04,0.34
70,59,2009-04-23 22:17:04,0.066
70,64,2009-04-23 22:17:04,1
58,71,2009-04-23 22:17:06,0.094
27,20,2009-04-23 22:17:13,0.033
27,21,2009-04-23 22:17:13,0.644
27,31,2009-04-23 22:17:13,0.359
27,64,2009-04-23 22:17:13,0
15,62,2009-04-23 22:17:23,0.246
15,65,2009-04-23 22:17:23,0.416
15,72,2009-04-23 22:17:23,0.489
15,79,2009-04-23 22:17:23,0.302
5,44,2009-04-23 22:17:24,0.207
5,54,2009-04-23 22:17:24,
5,68,2009-04-23 22:17:24,0.083
5,75,2009-04-23 22:17:24,0.102
5,77,2009-04-23 22:17:24,0.091
18,11,2009-04-23 22:17:30,0.024
18,46,2009-04-23 22:17:30,0.163
18,49,2009-04-23 22:17:30,0.24
18,62,2009-04-23 22:17:30,0.162
18,76,2009-04-23 22:17:30,0.008
46,2,2009-04-23 22:17:43,0.333
46,11,2009-04-23 22:17:43,0.093
46,18,2009-04-23 22:17:43,0.143
46,76,2009-04-23 22:17:43,0.688
1,2,2009-04-23 22:17:48,0
1,2,2009-04-23 22:17:48,0
1,57,2009-04-23 22:17:48,0.221
1,57,2009-04-23 22:17:48,0.221
69,58,2009-04-23 22:17:57,0.028
69,72,2009-04-23 22:17:57,0.439
69,79,2009-04-23 22:17:57,0.332
11,18,2009-04-23 22:18:02,0.045
11,46,2009-04-23 22:18:02,0.109
11,49,2009-04-23 22:18:02,
30,20,2009-04-23 22:18:35,0.694
30,23,2009-04-23 22:18:35,0.095
30,33,2009-04-23 22:18:35,
30,44,2009-04-23 22:18:35,0.2
30,59,2009-04-23 22:18:35,0.495
30,64,2009-04-23 22:18:35,
35,9,2009-04-23 22:18:41,
35,45,2009-04-23 22:18:41,0.416
72,29,2009-04-23 22:20:16,0.424
72,54,2009-04-23 22:20:16,
72,75,2009-04-23 22:20:16,0.405
72,79,2009-04-23 22:20:16,0.328
2,46,2009-04-23 22:20:27,0.364
2,57,2009-04-23 22:20:27,0
2,76,2009-04-23 22:20:27,0.625
75,54,2009-04-23 22:20:47,
75,72,2009-04-23 22:20:47,0.574
68,5,2009-04-23 22:20:49,0.176
68,8,2009-04-23 22:20:49,0
68,23,2009-04-23 22:20:49,0.149
68,34,2009-04-23 22:20:49,
68,44,2009-04-23 22:20:49,0
68,54,2009-04-23 22:20:49,
68,59,2009-04-23 22:20:49,0
68,62,2009-04-23 22:20:49,0.252
68,64,2009-04-23 22:20:49,0
68,77,2009-04-23 22:20:49,
21,8,2009-04-23 22:21:05,0.193
21,31,2009-04-23 22:21:05,0.38
21,59,2009-04-23 22:21:05,0.009
21,62,2009-04-23 22:21:05,0.04
21,70,2009-04-23 22:21:05,0.305
31,8,2009-04-23 22:21:10,0.133
31,20,2009-04-23 22:21:10,0.151
31,21,2009-04-23 22:21:10,0.355
31,59,2009-04-23 22:21:10,0.082
31,64,2009-04-23 22:21:10,0.163
31,70,2009-04-23 22:21:10,0.423
31,77,2009-04-23 22:21:10,0
60,40,2009-04-23 22:21:30,
60,56,2009-04-23 22:21:30,0.151
60,65,2009-04-23 22:21:30,0.511
70,8,2009-04-23 22:22:21,0.278
70,20,2009-04-23 22:22:21,0.152
70,21,2009-04-23 22:22:21,0.34
70,59,2009-04-23 22:22:21,0.066
70,62,2009-04-23 22:22:21,0.096
70,64,2009-04-23 22:22:21,1
27,8,2009-04-23 22:22:29,0.078
27,20,2009-04-23 22:22:29,0.033
27,21,2009-04-23 22:22:29,0.644
27,31,2009-04-23 22:22:29,0.359
27,59,2009-04-23 22:22:29,0.053
27,62,2009-04-23 22:22:29,0.052
27,64,2009-04-23 22:22:29,0
58,71,2009-04-23 22:22:30,0.094
5,44,2009-04-23 22:22:39,0.207
5,54,2009-04-23 22:22:39,
5,68,2009-04-23 22:22:39,0.083
5,71,2009-04-23 22:22:39,0.138
5,76,2009-04-23 22:22:39,0.2
5,77,2009-04-23 22:22:39,0.091
18,11,2009-04-23 22:22:47,0.024
18,40,2009-04-23 22:22:47,
18,49,2009-04-23 22:22:47,0.24
18,76,2009-04-23 22:22:47,0.008
15,29,2009-04-23 22:22:49,0.275
15,79,2009-04-23 22:22:49,0.302
46,2,2009-04-23 22:22:59,0.333
46,11,2009-04-23 22:22:59,0.093
46,18,2009-04-23 22:22:59,0.143
46,49,2009-04-23 22:22:59,0
46,76,2009-04-23 22:22:59,0.688
1,2,2009-04-23 22:23:05,0
1,2,2009-04-23 22:23:05,0
1,11,2009-04-23 22:23:05,0.406
1,11,2009-04-23 22:23:05,0.406
1,57,2009-04-23 22:23:05,0.221
1,57,2009-04-23 22:23:05,0.221
69,29,2009-04-23 22:23:14,0.565
69,72,2009-04-23 22:23:14,0.439
69,79,2009-04-23 22:23:14,0.332
11,18,2009-04-23 22:23:19,0.045
11,46,2009-04-23 22:23:19,0.109
11,49,2009-04-23 22:23:19,
11,76,2009-04-23 22:23:19,0.5
35,9,2009-04-23 22:23:56,
35,45,2009-04-23 22:23:56,0.416
30,20,2009-04-23 22:25:10,0.694
30,23,2009-04-23 22:25:10,0.095
30,33,2009-04-23 22:25:10,
30,59,2009-04-23 22:25:10,0.495
72,29,2009-04-23 22:25:32,0.424
72,40,2009-04-23 22:25:32,
72,54,2009-04-23 22:25:32,
72,75,2009-04-23 22:25:32,0.405
72,79,2009-04-23 22:25:32,0.328
2,1,2009-04-23 22:25:43,0
2,46,2009-04-23 22:25:43,0.364
2,57,2009-04-23 22:25:43,0
2,76,2009-04-23 22:25:43,0.625
68,5,2009-04-23 22:26:06,0.176
68,20,2009-04-23 22:26:06,0.176
68,23,2009-04-23 22:26:06,0.149
68,34,2009-04-23 22:26:06,
68,44,2009-04-23 22:26:06,0
68,62,2009-04-23 22:26:06,0.252
68,64,2009-04-23 22:26:06,0
68,77,2009-04-23 22:26:06,
75,40,2009-04-23 22:26:10,
75,54,2009-04-23 22:26:10,
75,72,2009-04-23 22:26:10,0.574
21,8,2009-04-23 22:26:21,0.193
21,20,2009-04-23 22:26:21,0.06
21,31,2009-04-23 22:26:21,0.38
21,59,2009-04-23 22:26:21,0.009
21,62,2009-04-23 22:26:21,0.04
21,64,2009-04-23 22:26:21,
21,70,2009-04-23 22:26:21,0.305
31,8,2009-04-23 22:26:25,0.133
31,20,2009-04-23 22:26:25,0.151
31,21,2009-04-23 22:26:25,0.355
31,23,2009-04-23 22:26:25,0.007
31,30,2009-04-23 22:26:25,0.06
31,33,2009-04-23 22:26:25,
31,44,2009-04-23 22:26:25,0.215
31,59,2009-04-23 22:26:25,0.082
31,62,2009-04-23 22:26:25,0.032
31,64,2009-04-23 22:26:25,0.163
31,70,2009-04-23 22:26:25,0.423
31,77,2009-04-23 22:26:25,0
60,40,2009-04-23 22:26:46,
60,56,2009-04-23 22:26:46,0.151
60,65,2009-04-23 22:26:46,0.511
20,8,2009-04-23 22:27:24,0.235
20,30,2009-04-23 22:27:24,0.707
20,31,2009-04-23 22:27:24,0.164
20,59,2009-04-23 22:27:24,0.303
20,62,2009-04-23 22:27:24,0.116
20,64,2009-04-23 22:27:24,0
20,77,2009-04-23 22:27:24,0.238
20,8,2009-04-23 22:27:29,0.235
20,30,2009-04-23 22:27:29,0.707
20,31,2009-04-23 22:27:29,0.164
20,59,2009-04-23 22:27:29,0.303
20,62,2009-04-23 22:27:29,0.116
20,64,2009-04-23 22:27:29,0
20,77,2009-04-23 22:27:29,0.238
70,8,2009-04-23 22:27:38,0.278
70,21,2009-04-23 22:27:38,0.34
70,34,2009-04-23 22:27:38,0.077
70,59,2009-04-23 22:27:38,0.066
70,62,2009-04-23 22:27:38,0.096
70,64,2009-04-23 22:27:38,1
70,68,2009-04-23 22:27:38,0.107
27,20,2009-04-23 22:27:45,0.033
27,21,2009-04-23 22:27:45,0.644
27,31,2009-04-23 22:27:45,0.359
27,59,2009-04-23 22:27:45,0.053
27,62,2009-04-23 22:27:45,0.052
27,64,2009-04-23 22:27:45,0
27,70,2009-04-23 22:27:45,0.312
58,71,2009-04-23 22:27:52,0.094
5,44,2009-04-23 22:27:54,0.207
5,68,2009-04-23 22:27:54,0.083
5,76,2009-04-23 22:27:54,0.2
5,77,2009-04-23 22:27:54,0.091
18,11,2009-04-23 22:28:06,0.024
18,46,2009-04-23 22:28:06,0.163
18,49,2009-04-23 22:28:06,0.24
18,76,2009-04-23 22:28:06,0.008
15,29,2009-04-23 22:28:14,0.275
15,40,2009-04-23 22:28:14,
15,79,2009-04-23 22:28:14,0.302
1,2,2009-04-23 22:28:22,0
1,2,2009-04-23 22:28:22,0
1,57,2009-04-23 22:28:22,0.221
1,57,2009-04-23 22:28:22,0.221
4,8,2009-04-23 22:28:28,0.077
4,21,2009-04-23 22:28:28,0.38
4,62,2009-04-23 22:28:28,0.067
4,70,2009-04-23 22:28:28,0.212
69,72,2009-04-23 22:28:31,0.439
69,79,2009-04-23 22:28:31,0.332
11,18,2009-04-23 22:28:36,0.045
11,46,2009-04-23 22:28:36,0.109
11,49,2009-04-23 22:28:36,
11,76,2009-04-23 22:28:36,0.5
35,9,2009-04-23 22:29:11,
35,45,2009-04-23 22:29:11,0.416
8,20,2009-04-23 22:30:00,0.193
8,21,2009-04-23 22:30:00,0.136
8,34,2009-04-23 22:30:00,0.777
8,59,2009-04-23 22:30:00,0.354
8,62,2009-04-23 22:30:00,0.023
8,64,2009-04-23 22:30:00,
8,68,2009-04-23 22:30:00,0
8,70,2009-04-23 22:30:00,0.352
72,15,2009-04-23 22:30:48,0.457
72,29,2009-04-23 22:30:48,0.424
72,54,2009-04-23 22:30:48,
72,79,2009-04-23 22:30:48,0.328
